업종명,인허가일자,업소명,소재지도로명주소,소재지지번주소,영업장면적,건물내부면적,건물외부면적,업소소재지전화,업태명
휴게음식점,2014-02-10,투썸플레이스 등촌역점,"서울특별시 강서구 공항대로 519, 1층 (등촌동, 1동)",서울특별시 강서구 등촌동 648-4 (지상 1층) ,201.1,201.1,0,  02-3664-2388,커피숍
휴게음식점,2014-03-03,알랑가,"서울특별시 강서구 강서로 318-8, 1층 104호 (내발산동, 우장산동 두리빌딩)",서울특별시 강서구 내발산동 677-1 두리빌딩 (지상 1층) 104호,32,32,0,02-1111-1111,커피숍
휴게음식점,2014-03-07,이디아(화곡중앙시장점),"서울특별시 강서구 가로공원로76길 61, 1층 101, 107호 (화곡동, 1동)","서울특별시 강서구 화곡동 362-83 (지상 1층) 101, 107호 ",59.92,59.92,0, 070-7716-1211,커피숍
휴게음식점,2014-03-20,방화동커피볶는집,"서울특별시 강서구 금낭화로16길 28, 1층 (방화동, 1동 동진빌딩)",서울특별시 강서구 방화동 451-11 동진빌딩 (지상 1층) ,87.7,87.7,0,  02-2664-3388,커피숍
휴게음식점,2014-05-22,레드블랙(등촌점),"서울특별시 강서구 공항대로41길 43, 1층 102호 (등촌동, 3동 새한프라자)",서울특별시 강서구 등촌동 696-1 새한프라자 (지상 1층) 102호,32.04,32.04,0,  02-2658-1564,커피숍
휴게음식점,2014-06-03,노리공작소,"서울특별시 강서구 강서로62길 98, 3층 (등촌동, 3동)",서울특별시 강서구 등촌동 695-1 (지상 3층) ,14,14,0,  02-2659-0092,커피숍
휴게음식점,2014-06-10,이디야 강서NC점,"서울특별시 강서구 강서로54길 11, 가동 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 674-2 (지상 1층) 가동 ,62.7,62.7,0,02-1111-1111,커피숍
휴게음식점,2014-06-12,샤론,"서울특별시 강서구 방화동로14길 13, 1층 (방화동)",서울특별시 강서구 방화동 249-0 (지상 1층) ,20,20,0,  02-2661-1330,커피숍
휴게음식점,2014-06-17,이디야커피 마곡수명산점,"서울특별시 강서구 수명로 68-27, 1층 103~104호 (내발산동, 웨스트엔드문화센터)",서울특별시 강서구 내발산동 750-9 웨스트엔드문화센터 (지상 1층) 103~104호,66,66,0,  02-2667-8406,커피숍
휴게음식점,2014-07-08,이디야커피 곰달래점,"서울특별시 강서구 곰달래로 52, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 938-18 1층 ,46.28,46.28,0,  02-2607-1333,커피숍
휴게음식점,2014-07-17,긱스커피(GEEK'S COFFEE),"서울특별시 강서구 화곡로24길 47, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 381-12 (지상1층) ,25,25,0,02-1111-1111,커피숍
휴게음식점,2014-07-21,라떼앤퐁당,"서울특별시 강서구 공항대로53가길 42, 1층 102호 (등촌동, 1동)",서울특별시 강서구 등촌동 643-51 1층 102호,65.88,65.88,0, 070-7565-3479,커피숍
휴게음식점,2014-08-22,호텔볼(VOLL) 커피숍,"서울특별시 강서구 강서로5나길 30, 지상2층 (화곡동, 1동)",서울특별시 강서구 화곡동 905-8 지상2층 ,31.2,31.2,0,  02-2605-1970,커피숍
휴게음식점,2014-08-22,메타킹 양천향교역점,"서울특별시 강서구 강서로 462, 1층 104호 (등촌동, 대륭드림타워, 3동)",서울특별시 강서구 등촌동 684-3 대룡드림타워 (지상 1층) 104호,54.99,54.99,0,  02-3663-5092,커피숍
휴게음식점,2014-09-04,더착한커피 화곡점,"서울특별시 강서구 가로공원로 191, 1층 101호 (화곡동, 1동 류성빌딩)",서울특별시 강서구 화곡동 379-48 류성빌딩 (지상 1층) 101호 일부 ,57.5,57.5,0,02-1111-1111,커피숍
휴게음식점,2014-09-12,바게뜨니,"서울특별시 강서구 공항대로41길 18, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 663-23 (지상 1층) ,4.3,4.3,0,  02-2659-7077,커피숍
휴게음식점,2014-09-25,요거프레소 화곡점,"서울특별시 강서구 초록마을로 155, 1층 (화곡동, 8동)",서울특별시 강서구 화곡동 332-27 (지상 1층) ,35.64,35.64,0,02-1111-1111,커피숍
휴게음식점,2014-10-02,커피베이 마곡나루점,"서울특별시 강서구 마곡서로 133-0, 712동 1층 103호 (마곡동, 1동 마곡엠밸리7단지)",서울특별시 강서구 마곡동 734-4 마곡엠밸리7단지 (지상 1층) 712동 103호,36.3,36.3,0,02-1111-1111,커피숍
휴게음식점,2014-10-06,카페29,"서울특별시 강서구 강서로 242, 상가동 1층 129호 (화곡동, 우장산동 강서힐스테이트)",서울특별시 강서구 화곡동 1165-1 강서힐스테이트 (지상 1층) 상가동 129호,37.99,37.99,0,  02-2065-7229,커피숍
휴게음식점,2014-10-10,가까운카페,"서울특별시 강서구 강서로35길 12, 1층 (화곡동, 3동, 1층우측)","서울특별시 강서구 화곡동 1033-34 1층우측, 3동 ",17.52,17.52,0, 070-4142-4480,커피숍
휴게음식점,2014-10-16,카페노킹온,"서울특별시 강서구 등촌로39길 56, 1층 101호 (등촌동, 2동 거산 하이빌)",서울특별시 강서구 등촌동 521-22 거산 하이빌 (지상 1층) 101호,24.46,24.46,0,  02-6120-0108,커피숍
휴게음식점,2014-10-22,토스트커피,"서울특별시 강서구 마곡서1로 100, 601동 1층 상가104호 (마곡동, 방화1동)",서울특별시 강서구 마곡동 743 (지상 1층) 601동 상가104호,24.9,24.9,0,  02-3661-1238,커피숍
휴게음식점,2014-11-12,띠아모커피 강서구청사거리점,"서울특별시 강서구 공항대로45가길 11, 1층 103~105호 (등촌동, 1동 강서메트로칸)",서울특별시 강서구 등촌동 656-52 강서메트로칸 103~105호 ,82.65,82.65,0,  02-3663-8250,커피숍
휴게음식점,2014-11-18,카페 카린,"서울특별시 강서구 양천로 488, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 77-20 (지상 1층) ,47.85,47.85,0,  02-3661-9697,커피숍
휴게음식점,2014-11-20,이디야 방화사거리점,"서울특별시 강서구 양천로 72, 1층 106~107호 (방화동, 1동 해성빌딩)",서울특별시 강서구 방화동 569-12 해성빌딩 (지상 1층) 106~107호 ,52.32,52.32,0, 070-4190-5603,커피숍
휴게음식점,2014-11-20,앙꼬(Anko),"서울특별시 강서구 공항대로36길 73, 103호 (내발산동, 문성빌라)",서울특별시 강서구 내발산동 667 문성빌라 ,80,80,0,  02-2666-0815,커피숍
휴게음식점,2014-11-27,톡앤티(Talk&Tea),"서울특별시 강서구 강서로45가길 10, 3층 (화곡동, 3동)","서울특별시 강서구 화곡동 1007-4 지상3층, 3동 ",95.85,95.85,0,  02-2601-0029,커피숍
휴게음식점,2014-12-05,강서지역자활센터 더치숲,"서울특별시 강서구 곰달래로59길 67, 1층 (화곡동, 4동 대림빌딩)",서울특별시 강서구 화곡동 773-1 외 1필지 대림빌딩 (지상 1층) ,42.9,42.9,0,  02-2062-4354,커피숍
휴게음식점,2014-12-12,탐앤탐스 목동사거리점,"서울특별시 강서구 등촌로 19, 2층 (화곡동, 4동)",서울특별시 강서구 화곡동 781-4 (지상 2층) ,222.92,222.92,0,  02-2644-0133,커피숍
휴게음식점,2015-01-08,이디야 화곡로점,"서울특별시 강서구 화곡로 133, 2층 (화곡동, 3동)",서울특별시 강서구 화곡동 1067-20 (지상 2층) ,229.32,229.32,0,  02-2699-8249,커피숍
휴게음식점,2015-01-08,커피베이(강서힐스테이트점),"서울특별시 강서구 강서로 242, 상가동 1층 131호 (화곡동, 우장산동 강서힐스테이트)",서울특별시 강서구 화곡동 1165-1 강서힐스테이트 (지상 1층) 상가동 131호,25.41,25.41,0,  02-2602-7464,커피숍
휴게음식점,2015-01-15,공차,"서울특별시 강서구 마곡중앙로 165, 1층 110호 (마곡동, 가양 1동 안강프라이빗타워)",서울특별시 강서구 마곡동 757-5 안강프라이빗타워 (지상 1층) 110호,41.91,41.91,0,02-1111-1111,커피숍
휴게음식점,2015-02-02,카페푸릇,"서울특별시 강서구 화곡로13길 119, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1015-4 (지상1층) ,72.5,72.5,0,  02-6104-9435,커피숍
휴게음식점,2015-02-05,커피메소딕(COFFEE METHODIC),"서울특별시 강서구 마곡서1로 146, 1층 105호 (마곡동, 마곡엠밸리2단지)",서울특별시 강서구 마곡동 735 마곡엠밸리2단지 상가동 105호,26.17,26.17,0,  02-6368-2105,커피숍
휴게음식점,2015-02-10,아마스빈 버블티 우장산역점,"서울특별시 강서구 강서로45길 34-2, 1층 (내발산동, 1동)",서울특별시 강서구 내발산동 722-14 (지상 1층) ,33,33,0,02-1111-1111,커피숍
휴게음식점,2015-02-16,스타벅스커피 등촌점,"서울특별시 강서구 공항대로 329, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 668-9 (지상 1층) ,221,221,0,  02-3662-3083,커피숍
휴게음식점,2015-02-16,셀렉토커피(등촌점),"서울특별시 강서구 등촌로39길 19, 1층 (등촌동, 2동)",서울특별시 강서구 등촌동 514-9 (지상 1층) ,108.17,108.17,0,  02-2647-2555,커피숍
휴게음식점,2015-02-26,메가엠지씨커피 화곡본동시장점,"서울특별시 강서구 까치산로4길 3, 1층 (화곡동, 본동)",서울특별시 강서구 화곡동 98-60 1층 ,88.11,88.11,0,  02-2604-1942,커피숍
휴게음식점,2015-03-10,커피집 화곡동,"서울특별시 강서구 강서로41길 45, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1020-0 지상1층 ,28,28,0,02-1111-1111,커피숍
휴게음식점,2015-03-11,280커피로스터스,"서울특별시 강서구 양천로75길 7, 1층 (염창동)",서울특별시 강서구 염창동 250-27 (지상 1층) ,66.11,66.11,0,02-1111-1111,커피숍
휴게음식점,2015-03-16,카페 화곡동,"서울특별시 강서구 화곡로13길 26, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1043-1 1층 ,38.5,38.5,0, 070-8883-5558,커피숍
휴게음식점,2015-03-19,로뎀카페,"서울특별시 강서구 강서로15길 37, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 346-46 (지상1층) ,63.72,63.72,0,  02-2601-0675,커피숍
휴게음식점,2015-03-23,공차 화곡역점,"서울특별시 강서구 화곡로 142, 1층 107호 (화곡동, 1동 메가박스)",서울특별시 강서구 화곡동 1073-10 외 12필지 메가박스 (지상 1층) 107호,64.58,64.58,0,  02-2606-5920,커피숍
휴게음식점,2015-03-25,스타벅스커피 화곡동점,"서울특별시 강서구 화곡로 142, 1~2층 112~113, 205호 (화곡동, 1동 메가박스)","서울특별시 강서구 화곡동 1073-10 외 12필지 메가박스 (지상 1~2층) 112~113, 205호 ",281.76,281.76,0,  02- 758-8881,커피숍
휴게음식점,2015-04-13,투썸플레이스 개화산역점,"서울특별시 강서구 양천로 28, 벽산에어트리움 본관동 1층 126~127호 (방화동)",서울특별시 강서구 방화동 849-0 벽산에어트리움 (지상 1층) 본관동 126~127호,172.13,172.13,0,  02-2064-0081,커피숍
휴게음식점,2015-04-20,투썸플레이스 까치산역점,"서울특별시 강서구 강서로 43, 지하1~지상1층 101,B103호 (화곡동, 1동 도양라비앙타워)","서울특별시 강서구 화곡동 343-52 도양라비앙타워 1층, 지하1층 ",249.18,249.18,0,  02-2603-9205,커피숍
휴게음식점,2015-04-27,카페 벨라노이,"서울특별시 강서구 금낭화로 287-50, 1층 119호 (방화동, 3동 오피앙2오피스텔)",서울특별시 강서구 방화동 829-0 지상1층 오피앙2오피스텔 119호,22.61,22.61,0,02-1111-1111,커피숍
휴게음식점,2015-04-28,카페숨,"서울특별시 강서구 공항대로39길 7, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 669-2 (지상1층) ,57.43,57.43,0, 070-4117-3210,커피숍
휴게음식점,2015-05-08,봉제산 아래 커피집,"서울특별시 강서구 등촌로13자길 74, 상가동 1층 104~105호 (화곡동, 태영방송인아파트)",서울특별시 강서구 화곡동 1140-0 태영방송인아파트 (지상 1층) 상가동 104~105호,49,49,0,02-1111-1111,커피숍
휴게음식점,2015-05-15,커피볶는 남자,"서울특별시 강서구 공항대로 6, 1층 (공항동)",서울특별시 강서구 공항동 434-2 외 3필지 (지상 1층) ,30.94,30.94,0,02-1111-1111,커피숍
휴게음식점,2015-05-26,빽다방 방화사거리점,"서울특별시 강서구 금낭화로 91-2, 1층 106호 (방화동, 1동)",서울특별시 강서구 방화동 483-5 1동 106호,49.74,49.74,0,  02-2663-9560,커피숍
휴게음식점,2015-05-28,커피베이 방화역점,"서울특별시 강서구 금낭화로 128, 1층 114호 (방화동, 3동 하이포트)",서울특별시 강서구 방화동 830-2 하이포트 114호,38.54,38.54,0,  02-2666-6664,커피숍
휴게음식점,2015-06-05,아쿠아리어스 커피(Aquarius Coffee),"서울특별시 강서구 가로공원로76길 106, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 359-86 1층 ,38.31,38.31,0,02-1111-1111,커피숍
휴게음식점,2015-06-15,요거프레소 양천향교점,"서울특별시 강서구 허준로 16, 1층 (가양동, 1동)",서울특별시 강서구 가양동 1458-7 (지상1층) ,33.97,33.97,0,  02-3665-0502,커피숍
휴게음식점,2015-07-06,그레이,"서울특별시 강서구 화곡로31길 82, 1층 (화곡동, 우장산동)",서울특별시 강서구 화곡동 1029-42 (지상 1층) ,25,25,0, 070-8738-6680,커피숍
휴게음식점,2015-07-08,꿈뜨락북카페,"서울특별시 강서구 공항대로 615, 1층 (염창동, 강서꿈꾸는어린이도서관)",서울특별시 강서구 염창동 281-25 강서꿈꾸는어린이도서관 ,14.35,14.35,0,  02-3663-4025,커피숍
휴게음식점,2015-07-09,브런치팩토리,"서울특별시 강서구 마곡중앙로 36, 상가동 1층 102-1호 (마곡동, 발산1동 마곡엠밸리15단지)",서울특별시 강서구 마곡동 751 마곡엠밸리15단지 1층 상가동 102-1호,50,50,0, 070-4136-2631,커피숍
휴게음식점,2015-07-13,헤르지움 팜,"서울특별시 강서구 화곡로 191, 1층 (화곡동, 우장산동)",서울특별시 강서구 화곡동 1060-30 (지상 1층) ,16.5,16.5,0,  02- 564-8585,커피숍
휴게음식점,2015-07-21,다시스 37호점,"서울특별시 강서구 등촌로13길 35, 1층 (화곡동, 4동)",서울특별시 강서구 화곡동 808-18 지상1층 ,36.09,36.09,0, 070-4279-1368,커피숍
휴게음식점,2015-07-24,모리아스토리(Moriah Story),"서울특별시 강서구 방화대로34길 80, 2층 (방화동, 1동)",서울특별시 강서구 방화동 187-14 (지상 2층) ,65,65,0,02-1111-1111,커피숍
휴게음식점,2015-07-29,마리웨일마카롱 발산역점,"서울특별시 강서구 강서로56가길 41, 1층 (등촌동, 3동 민경빌딩)",서울특별시 강서구 등촌동 678-2 민경빌딩 (지상 1층) ,28.1,28.1,0,02-1111-1111,커피숍
휴게음식점,2015-08-04,마리웨일마카롱 등촌역점,"서울특별시 강서구 공항대로61길 10, 1층 (염창동)",서울특별시 강서구 염창동 274-0 (지상1층) ,30.7,30.7,0,070-8807-7405,커피숍
휴게음식점,2015-08-19,만나의 집,"서울특별시 강서구 화곡로 375, 경향교회 강당동 1층 (등촌동)",서울특별시 강서구 등촌동 131 경향교회 1층 강당동 ,93.44,93.44,0,  02-3661-1991,커피숍
휴게음식점,2015-08-27,커피레터,"서울특별시 강서구 곰달래로53길 99, 1층 (화곡동)",서울특별시 강서구 화곡동 469-12 1층 ,33,33,0,  02-6396-8351,커피숍
휴게음식점,2015-08-28,코너커피,"서울특별시 강서구 강서로 254, 상가동 1층 101호 (화곡동, 우장산동 우장산아이파크이편한세상)",서울특별시 강서구 화곡동 1159-1 우장산아이파크이편한세상 1층 상가동 101호,35.32,35.32,0,02-1111-1111,커피숍
휴게음식점,2015-09-03,커피퐁당,"서울특별시 강서구 가로공원로 218, 1층 (화곡동, 1동)",서울특별시 강서구 화곡동 367-1 (지상1층) ,56.16,56.16,0,  02-2692-3490,커피숍
휴게음식점,2015-09-10,헤르츠 인타임카페(Hz inTime Cafe),"서울특별시 강서구 강서로 411, 1층 110호 (마곡동, 가양1동 마곡에비앙)",서울특별시 강서구 마곡동 793-3 마곡에비앙 1층 110호,31.2,31.2,0,02-1111-1111,커피숍
휴게음식점,2015-09-22,빽다방 우장산역점,"서울특별시 강서구 강서로 245, 1층 (화곡동, 3동)",서울특별시 강서구 화곡동 1006-3 (지상1층) ,33.05,33.05,0,02-1111-1111,커피숍
휴게음식점,2015-10-14,카페엔드,"서울특별시 강서구 금낭화로23길 8, 1층 103호 (방화동, 3동 동성아파트상가)",서울특별시 강서구 방화동 817-0 동성아파트상가 (지상 1층) 103호,15.32,15.32,0,  02-2664-1185,커피숍
휴게음식점,2015-10-16,셀렉토커피(등촌성당점),"서울특별시 강서구 화곡로63길 133, 1층 (등촌동, 3동)",서울특별시 강서구 등촌동 663-3 1층 ,40,40,0,02-1111-1111,커피숍
