주차장명,주차면수,연월일,입차대수,출차대수,피크시간
동대문,1092,2022-02-13,994,399,0
천호역,1432,2022-02-13,1129,1113,13
용산주차빌딩,561,2022-02-13,47,45,0
신천유수지,214,2022-02-13,64,62,11
신방화역,199,2022-02-13,114,107,0
훈련원공원,873,2022-02-13,135,119,23
가양라이품,38,2022-02-13,7,7,12
남산예장,40,2022-02-13,148,294,18
장안1동,74,2022-02-13,54,46,23
신월4동,53,2022-02-13,12,16,23
장안2동,80,2022-02-13,25,23,9
웃우물,79,2022-02-13,38,30,23
신설동,79,2022-02-14,195,202,14
천호역,1432,2022-02-14,1689,1677,12
영등포구청역,137,2022-02-14,203,337,11
도봉산역,364,2022-02-14,346,348,12
개화산역,322,2022-02-14,343,343,15
수락산역,157,2022-02-14,214,215,15
남산예장,40,2022-02-14,178,347,13
가양라이품,38,2022-02-14,34,34,11
사당노외,184,2022-02-14,326,326,12
수서역남,18,2022-02-14,6,4,22
적선노외,30,2022-02-14,182,92,15
신방화역,199,2022-02-14,190,190,14
종묘,1617,2022-02-14,1432,1412,15
구로디지털단지역,92,2022-02-14,156,163,20
서울글로벌센터,38,2022-02-14,69,67,15
개화역,483,2022-02-14,314,313,13
신천유수지,214,2022-02-14,205,211,14
웃우물,79,2022-02-14,52,54,10
한강진역,176,2022-02-14,342,341,14
학여울역,180,2022-02-14,120,126,15
동대문,1092,2022-02-14,1613,1386,0
훈련원공원,873,2022-02-14,919,901,13
마포유수지,505,2022-02-14,734,726,12
신월4동,53,2022-02-14,18,33,11
세종로,1260,2022-02-14,448,447,14
천왕역,328,2022-02-14,349,338,15
수서역북,553,2022-02-14,587,599,11
장안1동,74,2022-02-14,81,86,17
잠실역,346,2022-02-14,568,565,13
신대방역,60,2022-02-14,136,141,17
장안2동,80,2022-02-14,56,54,15
용산주차빌딩,561,2022-02-14,440,414,14
복정역,322,2022-02-14,336,325,12
구파발역,399,2022-02-14,669,676,11
화랑대역,319,2022-02-14,281,279,13
잠실역,346,2022-02-15,617,625,15
구로디지털단지역,92,2022-02-15,125,136,18
개화산역,322,2022-02-15,377,371,12
수서역북,553,2022-02-15,611,607,12
수서역남,18,2022-02-15,23,20,11
복정역,322,2022-02-15,318,328,15
한강진역,176,2022-02-15,304,294,13
수락산역,157,2022-02-15,183,186,13
화랑대역,319,2022-02-15,316,313,14
서울글로벌센터,38,2022-02-15,54,55,11
구파발역,399,2022-02-15,656,651,12
신설동,79,2022-02-15,146,138,12
영등포구청역,137,2022-02-15,222,360,12
적선노외,30,2022-02-15,155,85,14
도봉산역,364,2022-02-15,372,373,16
학여울역,180,2022-02-15,143,161,16
사당노외,184,2022-02-15,355,367,19
종묘,1617,2022-02-15,1401,1389,14
천왕역,328,2022-02-15,362,372,13
개화역,483,2022-02-15,294,330,12
마포유수지,505,2022-02-15,744,761,19
세종로,1260,2022-02-15,660,672,20
신대방역,60,2022-02-15,149,154,20
동대문,1092,2022-02-15,1515,1610,1
천호역,1432,2022-02-15,1634,1631,12
용산주차빌딩,561,2022-02-15,429,429,17
신천유수지,214,2022-02-15,224,228,13
신방화역,199,2022-02-15,212,214,11
훈련원공원,873,2022-02-15,922,943,13
가양라이품,38,2022-02-15,28,27,12
남산예장,40,2022-02-15,181,353,13
장안1동,74,2022-02-15,83,88,4
신월4동,53,2022-02-15,20,46,18
장안2동,80,2022-02-15,48,47,12
웃우물,79,2022-02-15,51,46,12
잠실역,346,2022-02-16,587,590,12
구로디지털단지역,92,2022-02-16,156,147,16
개화산역,322,2022-02-16,334,337,12
수서역북,553,2022-02-16,589,587,11
수서역남,18,2022-02-16,27,24,12
복정역,322,2022-02-16,339,337,15
한강진역,176,2022-02-16,324,334,14
수락산역,157,2022-02-16,181,180,13
화랑대역,319,2022-02-16,310,309,14
서울글로벌센터,38,2022-02-16,60,60,14
구파발역,399,2022-02-16,619,624,16
신설동,79,2022-02-16,216,220,12
영등포구청역,137,2022-02-16,230,377,12
적선노외,30,2022-02-16,183,96,14
도봉산역,364,2022-02-16,356,356,13
학여울역,180,2022-02-16,111,107,14
사당노외,184,2022-02-16,337,330,19
종묘,1617,2022-02-16,1392,1398,15
천왕역,328,2022-02-16,334,337,13
개화역,483,2022-02-16,308,302,14
마포유수지,505,2022-02-16,745,771,12
세종로,1260,2022-02-16,587,581,15
신대방역,60,2022-02-16,158,154,17
동대문,1092,2022-02-16,1437,1494,1
천호역,1432,2022-02-16,1614,1636,14
용산주차빌딩,561,2022-02-16,413,437,17
신천유수지,214,2022-02-16,196,198,13
신방화역,199,2022-02-16,196,206,11
훈련원공원,873,2022-02-16,911,902,13
가양라이품,38,2022-02-16,34,41,11
남산예장,40,2022-02-16,177,349,13
장안1동,74,2022-02-16,82,87,21
신월4동,53,2022-02-16,25,42,17
장안2동,80,2022-02-16,36,39,9
웃우물,79,2022-02-16,52,57,10
잠실역,346,2022-02-17,558,555,16
구로디지털단지역,92,2022-02-17,183,164,19
개화산역,322,2022-02-17,344,345,16
수서역북,553,2022-02-17,542,556,11
수서역남,18,2022-02-17,21,20,15
복정역,322,2022-02-17,308,323,15
한강진역,176,2022-02-17,298,299,15
수락산역,157,2022-02-17,203,207,13
화랑대역,319,2022-02-17,302,306,16
서울글로벌센터,38,2022-02-17,66,73,11
구파발역,399,2022-02-17,648,652,14
신설동,79,2022-02-17,213,212,15
영등포구청역,137,2022-02-17,231,372,12
적선노외,30,2022-02-17,194,102,20
도봉산역,364,2022-02-17,368,383,11
학여울역,180,2022-02-17,109,110,12
사당노외,184,2022-02-17,350,365,19
종묘,1617,2022-02-17,1448,1466,14
천왕역,328,2022-02-17,357,360,14
개화역,483,2022-02-17,285,278,13
마포유수지,505,2022-02-17,770,774,12
세종로,1260,2022-02-17,541,555,15
신대방역,60,2022-02-17,132,135,15
동대문,1092,2022-02-17,1495,1468,0
천호역,1432,2022-02-17,1644,1653,13
용산주차빌딩,561,2022-02-17,428,425,17
신천유수지,214,2022-02-17,199,202,12
신방화역,199,2022-02-17,215,208,14
훈련원공원,873,2022-02-17,921,927,13
가양라이품,38,2022-02-17,24,24,12
남산예장,40,2022-02-17,181,355,12
장안1동,74,2022-02-17,77,77,22
신월4동,53,2022-02-17,25,54,11
장안2동,80,2022-02-17,52,51,17
웃우물,79,2022-02-17,59,58,12
잠실역,346,2022-02-18,550,558,13
구로디지털단지역,92,2022-02-18,183,183,20
개화산역,322,2022-02-18,337,338,11
수서역북,553,2022-02-18,564,583,10
수서역남,18,2022-02-18,32,30,12
복정역,322,2022-02-18,337,333,14
한강진역,176,2022-02-18,380,382,15
수락산역,157,2022-02-18,203,202,15
화랑대역,319,2022-02-18,282,288,12
서울글로벌센터,38,2022-02-18,77,83,12
구파발역,399,2022-02-18,679,685,11
신설동,79,2022-02-18,193,197,14
영등포구청역,137,2022-02-18,211,352,12
적선노외,30,2022-02-18,168,98,18
도봉산역,364,2022-02-18,337,339,12
학여울역,180,2022-02-18,114,124,13
사당노외,184,2022-02-18,392,385,19
종묘,1617,2022-02-18,1485,1518,14
천왕역,328,2022-02-18,326,320,17
개화역,483,2022-02-18,288,290,15
마포유수지,505,2022-02-18,742,775,12
세종로,1260,2022-02-18,678,694,14
신대방역,60,2022-02-18,148,147,18
동대문,1092,2022-02-18,1483,1499,0
천호역,1432,2022-02-18,1645,1679,12
용산주차빌딩,561,2022-02-18,395,400,15
신천유수지,214,2022-02-18,195,202,15
신방화역,199,2022-02-18,215,236,13
훈련원공원,873,2022-02-18,902,930,14
가양라이품,38,2022-02-18,25,26,15
남산예장,40,2022-02-18,176,348,13
장안1동,74,2022-02-18,71,81,10
신월4동,53,2022-02-18,17,30,11
장안2동,80,2022-02-18,55,59,13
웃우물,79,2022-02-18,52,57,11
잠실역,346,2022-02-19,665,669,12
구로디지털단지역,92,2022-02-19,167,163,19
개화산역,322,2022-02-19,178,168,15
수서역북,553,2022-02-19,293,291,12
수서역남,18,2022-02-19,40,39,13
복정역,322,2022-02-19,147,166,13
한강진역,176,2022-02-19,540,555,17
수락산역,157,2022-02-19,164,166,13
화랑대역,319,2022-02-19,148,149,13
서울글로벌센터,38,2022-02-19,1,1,23
구파발역,399,2022-02-19,451,459,12
신설동,79,2022-02-19,256,259,15
영등포구청역,137,2022-02-19,96,152,11
적선노외,30,2022-02-19,164,65,17
도봉산역,364,2022-02-19,283,281,12
학여울역,180,2022-02-19,73,83,12
사당노외,184,2022-02-19,291,295,19
종묘,1617,2022-02-19,1303,1331,15
천왕역,328,2022-02-19,159,170,13
개화역,483,2022-02-19,86,83,16
마포유수지,505,2022-02-19,501,510,13
세종로,1260,2022-02-19,647,656,19
신대방역,60,2022-02-19,153,151,12
동대문,1092,2022-02-19,454,1223,1
천호역,1432,2022-02-19,1775,1782,13
용산주차빌딩,561,2022-02-19,112,127,16
신천유수지,214,2022-02-19,87,91,12
신방화역,199,2022-02-19,125,130,11
훈련원공원,873,2022-02-19,313,333,13
가양라이품,38,2022-02-19,6,4,11
남산예장,40,2022-02-19,163,322,12
장안1동,74,2022-02-19,56,51,13
신월4동,53,2022-02-19,10,28,9
장안2동,80,2022-02-19,27,28,9
웃우물,79,2022-02-19,49,45,11
잠실역,346,2022-02-20,623,626,16
구로디지털단지역,92,2022-02-20,142,148,19
개화산역,322,2022-02-20,127,134,13
수서역북,553,2022-02-20,221,221,9
수서역남,18,2022-02-20,21,19,16
복정역,322,2022-02-20,140,130,19
한강진역,176,2022-02-20,533,534,15
수락산역,157,2022-02-20,110,110,12
화랑대역,319,2022-02-20,112,108,15
서울글로벌센터,38,2022-02-20,0,1,7
구파발역,399,2022-02-20,214,217,14
신설동,79,2022-02-20,245,248,13
영등포구청역,137,2022-02-20,63,106,11
적선노외,30,2022-02-20,117,66,15
도봉산역,364,2022-02-20,164,169,14
학여울역,180,2022-02-20,62,57,11
사당노외,184,2022-02-20,221,213,16
종묘,1617,2022-02-20,699,697,15
천왕역,328,2022-02-20,109,109,14
개화역,483,2022-02-20,47,72,16
마포유수지,505,2022-02-20,269,282,13
세종로,1260,2022-02-20,512,512,17
신대방역,60,2022-02-20,108,113,15
동대문,1092,2022-02-20,958,381,0
천호역,1432,2022-02-20,1278,1298,13
용산주차빌딩,561,2022-02-20,57,55,23
신천유수지,214,2022-02-20,78,73,14
신방화역,199,2022-02-20,105,102,23
훈련원공원,873,2022-02-20,111,101,0
가양라이품,38,2022-02-20,4,5,11
남산예장,40,2022-02-20,147,293,19
장안1동,74,2022-02-20,50,45,0
신월4동,53,2022-02-20,11,16,23
장안2동,80,2022-02-20,27,22,0
웃우물,79,2022-02-20,32,32,5
잠실역,346,2022-02-21,576,572,14
구로디지털단지역,92,2022-02-21,135,139,17
개화산역,322,2022-02-21,341,343,13
수서역북,553,2022-02-21,590,580,12
수서역남,18,2022-02-21,22,19,10
복정역,322,2022-02-21,319,312,15
한강진역,176,2022-02-21,244,250,13
수락산역,157,2022-02-21,205,206,12
화랑대역,319,2022-02-21,288,286,14
서울글로벌센터,38,2022-02-21,51,57,11
구파발역,399,2022-02-21,646,651,11
신설동,79,2022-02-21,198,196,13
영등포구청역,137,2022-02-21,238,362,15
적선노외,30,2022-02-21,193,83,17
도봉산역,364,2022-02-21,341,335,13
학여울역,180,2022-02-21,109,101,13
사당노외,184,2022-02-21,330,338,20
종묘,1617,2022-02-21,1418,1391,14
천왕역,328,2022-02-21,336,326,13
개화역,483,2022-02-21,291,291,13
마포유수지,505,2022-02-21,705,688,12
세종로,1260,2022-02-21,401,413,13
신대방역,60,2022-02-21,133,133,19
동대문,1092,2022-02-21,1693,1451,0
천호역,1432,2022-02-21,1653,1651,11
용산주차빌딩,561,2022-02-21,436,418,18
신천유수지,214,2022-02-21,195,201,14
신방화역,199,2022-02-21,212,212,12
훈련원공원,873,2022-02-21,923,899,13
가양라이품,38,2022-02-21,28,28,11
남산예장,40,2022-02-21,176,348,12
장안1동,74,2022-02-21,64,72,9
신월4동,53,2022-02-21,17,36,15
장안2동,80,2022-02-21,53,51,15
웃우물,79,2022-02-21,67,66,12
잠실역,346,2022-02-22,581,588,12
구로디지털단지역,92,2022-02-22,173,165,20
개화산역,322,2022-02-22,336,338,16
수서역북,553,2022-02-22,604,611,12
수서역남,18,2022-02-22,36,35,15
복정역,322,2022-02-22,314,313,16
한강진역,176,2022-02-22,290,287,16
수락산역,157,2022-02-22,188,185,15
화랑대역,319,2022-02-22,274,283,13
서울글로벌센터,38,2022-02-22,55,56,14
구파발역,399,2022-02-22,648,647,13
신설동,79,2022-02-22,151,152,15
영등포구청역,137,2022-02-22,194,327,14
적선노외,30,2022-02-22,180,95,16
도봉산역,364,2022-02-22,356,347,14
학여울역,180,2022-02-22,102,101,13
사당노외,184,2022-02-22,358,355,19
종묘,1617,2022-02-22,1424,1423,15
천왕역,328,2022-02-22,340,350,15
개화역,483,2022-02-22,277,290,13
마포유수지,505,2022-02-22,771,789,12
세종로,1260,2022-02-22,503,520,14
신대방역,60,2022-02-22,158,157,15
동대문,1092,2022-02-22,1583,1676,1
천호역,1432,2022-02-22,1630,1641,16
용산주차빌딩,561,2022-02-22,408,417,18
신천유수지,214,2022-02-22,197,203,13
신방화역,199,2022-02-22,205,198,12
훈련원공원,873,2022-02-22,926,935,13
가양라이품,38,2022-02-22,25,24,14
남산예장,40,2022-02-22,179,352,11
장안1동,74,2022-02-22,64,68,16
신월4동,53,2022-02-22,22,44,9
장안2동,80,2022-02-22,48,53,14
웃우물,79,2022-02-22,47,49,13
잠실역,346,2022-02-23,574,575,14
구로디지털단지역,92,2022-02-23,157,148,19
개화산역,322,2022-02-23,301,292,11
수서역북,553,2022-02-23,576,577,11
수서역남,18,2022-02-23,30,29,11
복정역,322,2022-02-23,324,330,15
한강진역,176,2022-02-23,305,306,14
수락산역,157,2022-02-23,179,182,11
화랑대역,319,2022-02-23,295,285,14
서울글로벌센터,38,2022-02-23,54,60,16
구파발역,399,2022-02-23,655,663,15
신설동,79,2022-02-23,224,224,15
영등포구청역,137,2022-02-23,207,345,11
적선노외,30,2022-02-23,184,183,15
도봉산역,364,2022-02-23,337,352,14
학여울역,180,2022-02-23,112,117,16
사당노외,184,2022-02-23,329,343,16
종묘,1617,2022-02-23,1388,1414,13
천왕역,328,2022-02-23,333,330,13
개화역,483,2022-02-23,278,304,15
마포유수지,505,2022-02-23,774,781,12
세종로,1260,2022-02-23,645,645,15
신대방역,60,2022-02-23,172,174,15
동대문,1092,2022-02-23,1519,1557,1
천호역,1432,2022-02-23,1645,1652,13
용산주차빌딩,561,2022-02-23,427,432,16
신천유수지,214,2022-02-23,193,192,15
신방화역,199,2022-02-23,200,203,11
훈련원공원,873,2022-02-23,923,927,13
가양라이품,38,2022-02-23,25,27,13
남산예장,40,2022-02-23,178,349,11
장안1동,74,2022-02-23,81,82,13
신월4동,53,2022-02-23,23,40,13
장안2동,80,2022-02-23,52,52,9
웃우물,79,2022-02-23,61,60,10
잠실역,346,2022-02-24,578,576,15
구로디지털단지역,92,2022-02-24,163,165,20
개화산역,322,2022-02-24,357,351,11
수서역북,553,2022-02-24,589,596,13
수서역남,18,2022-02-24,38,34,13
복정역,322,2022-02-24,318,320,14
한강진역,176,2022-02-24,283,292,14
수락산역,157,2022-02-24,198,201,12
화랑대역,319,2022-02-24,286,291,14
서울글로벌센터,38,2022-02-24,55,60,15
구파발역,399,2022-02-24,674,670,12
신설동,79,2022-02-24,229,221,15
영등포구청역,137,2022-02-24,213,357,15
적선노외,30,2022-02-24,204,104,16
도봉산역,364,2022-02-24,347,353,14
학여울역,180,2022-02-24,104,115,16
사당노외,184,2022-02-24,370,359,20
종묘,1617,2022-02-24,1403,1402,15
천왕역,328,2022-02-24,297,297,14
개화역,483,2022-02-24,282,271,13
마포유수지,505,2022-02-24,754,778,13
세종로,1260,2022-02-24,641,646,15
신대방역,60,2022-02-24,165,165,20
동대문,1092,2022-02-24,1565,1595,0
천호역,1432,2022-02-24,1612,1604,12
용산주차빌딩,561,2022-02-24,388,381,17
신천유수지,214,2022-02-24,195,199,13
신방화역,199,2022-02-24,203,214,14
훈련원공원,873,2022-02-24,901,891,14
가양라이품,38,2022-02-24,25,22,13
남산예장,40,2022-02-24,173,345,12
장안1동,74,2022-02-24,67,69,11
신월4동,53,2022-02-24,19,39,17
장안2동,80,2022-02-24,46,45,12
웃우물,79,2022-02-24,53,58,11
잠실역,346,2022-02-25,579,585,15
구로디지털단지역,92,2022-02-25,163,165,20
개화산역,322,2022-02-25,322,329,13
수서역북,553,2022-02-25,547,566,10
수서역남,18,2022-02-25,34,38,11
복정역,322,2022-02-25,312,320,14
한강진역,176,2022-02-25,353,358,14
수락산역,157,2022-02-25,216,211,14
화랑대역,319,2022-02-25,291,291,16
서울글로벌센터,38,2022-02-25,59,63,13
구파발역,399,2022-02-25,644,645,11
신설동,79,2022-02-25,201,207,15
영등포구청역,137,2022-02-25,212,362,11
적선노외,30,2022-02-25,151,84,15
도봉산역,364,2022-02-25,334,345,12
학여울역,180,2022-02-25,109,115,12
사당노외,184,2022-02-25,358,364,20
종묘,1617,2022-02-25,1482,1509,15
천왕역,328,2022-02-25,334,335,15
개화역,483,2022-02-25,288,283,13
마포유수지,505,2022-02-25,752,779,12
세종로,1260,2022-02-25,574,588,15
신대방역,60,2022-02-25,175,176,14
동대문,1092,2022-02-25,1666,1574,0
천호역,1432,2022-02-25,1730,1754,12
용산주차빌딩,561,2022-02-25,390,413,17
신천유수지,214,2022-02-25,204,208,16
신방화역,199,2022-02-25,201,200,16
훈련원공원,873,2022-02-25,905,914,14
가양라이품,38,2022-02-25,27,28,15
남산예장,40,2022-02-25,182,356,9
장안1동,74,2022-02-25,69,74,9
신월4동,53,2022-02-25,20,35,18
장안2동,80,2022-02-25,46,45,12
웃우물,79,2022-02-25,68,63,10
잠실역,346,2022-02-26,689,699,15
구로디지털단지역,92,2022-02-26,163,175,19
개화산역,322,2022-02-26,155,152,14
수서역북,553,2022-02-26,239,251,4
수서역남,18,2022-02-26,30,26,16
복정역,322,2022-02-26,127,149,14
한강진역,176,2022-02-26,546,554,18
수락산역,157,2022-02-26,157,167,13
화랑대역,319,2022-02-26,108,121,13
서울글로벌센터,38,2022-02-26,1,0,23
구파발역,399,2022-02-26,477,487,12
신설동,79,2022-02-26,223,227,14
영등포구청역,137,2022-02-26,84,145,13
적선노외,30,2022-02-26,170,86,17
도봉산역,364,2022-02-26,191,198,12
학여울역,180,2022-02-26,59,66,11
사당노외,184,2022-02-26,298,299,13
종묘,1617,2022-02-26,1209,1246,14
천왕역,328,2022-02-26,150,153,14
개화역,483,2022-02-26,95,89,16
마포유수지,505,2022-02-26,549,569,14
세종로,1260,2022-02-26,502,515,15
신대방역,60,2022-02-26,162,170,13
동대문,1092,2022-02-26,451,1305,1
천호역,1432,2022-02-26,1563,1607,13
용산주차빌딩,561,2022-02-26,115,126,16
신천유수지,214,2022-02-26,81,83,17
신방화역,199,2022-02-26,117,124,11
훈련원공원,873,2022-02-26,342,380,12
가양라이품,38,2022-02-26,8,8,11
남산예장,40,2022-02-26,166,324,11
장안1동,74,2022-02-26,54,52,23
신월4동,53,2022-02-26,16,36,9
장안2동,80,2022-02-26,29,34,10
웃우물,79,2022-02-26,47,51,4
잠실역,346,2022-02-27,675,672,12
구로디지털단지역,92,2022-02-27,142,137,20
개화산역,322,2022-02-27,149,154,16
수서역북,553,2022-02-27,210,212,15
수서역남,18,2022-02-27,29,34,12
복정역,322,2022-02-27,124,124,16
한강진역,176,2022-02-27,592,600,17
수락산역,157,2022-02-27,138,135,13
화랑대역,319,2022-02-27,99,97,16
서울글로벌센터,38,2022-02-27,0,1,7
구파발역,399,2022-02-27,191,198,12
신설동,79,2022-02-27,222,222,11
영등포구청역,137,2022-02-27,63,97,21
적선노외,30,2022-02-27,117,60,14
도봉산역,364,2022-02-27,229,226,14
학여울역,180,2022-02-27,60,57,12
사당노외,184,2022-02-27,272,274,19
종묘,1617,2022-02-27,901,895,15
천왕역,328,2022-02-27,109,116,12
개화역,483,2022-02-27,58,64,13
마포유수지,505,2022-02-27,315,321,14
세종로,1260,2022-02-27,643,649,16
신대방역,60,2022-02-27,130,130,16
동대문,1092,2022-02-27,1080,443,0
천호역,1432,2022-02-27,1121,1120,13
용산주차빌딩,561,2022-02-27,46,48,1
신천유수지,214,2022-02-27,83,87,14
신방화역,199,2022-02-27,110,100,19
훈련원공원,873,2022-02-27,114,113,16
가양라이품,38,2022-02-27,7,7,12
남산예장,40,2022-02-27,144,288,12
장안1동,74,2022-02-27,52,49,22
